"ASV","Kingdom","Phylum","Class","Order","Family","Genus"
"ASV5911","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Balneola"
"ASV5927","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Idiomarinaceae","Aliidiomarina"
"ASV5933","Bacteria","Deinococcus-Thermus","Deinococci","Deinococcales","Trueperaceae","Truepera"
"ASV5942","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Atopostipes"
"ASV5943","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cyclobacteriaceae","Unclassified"
"ASV5956","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Unclassified"
"ASV6011","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Sporosarcina"
"ASV6027","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Unclassified"
"ASV6053","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Enteractinococcus"
"ASV6168","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Unclassified"
"ASV6215","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"ASV6238","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_Incertae_Sedis_XI","Anaerococcus"
"ASV6251","Bacteria","Actinobacteria","Actinobacteria","Nitriliruptorales","Nitriliruptoraceae","Nitriliruptor"
"ASV6268","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Unclassified"
"ASV6310","Bacteria","Firmicutes","Clostridia","Clostridiales","Unclassified","Unclassified"
"ASV6325","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Lentibacillus"
"ASV6335","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_Incertae_Sedis_XI","Anaerosalibacter"
"ASV6368","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Unclassified"
"ASV6389","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Virgibacillus"
"ASV6433","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Lentibacillus"
"ASV6454","Bacteria","Firmicutes","Bacilli","Bacillales","Unclassified","Unclassified"
"ASV6510","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Unclassified"
"ASV6579","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Unclassified","Unclassified"
"ASV6580","Bacteria","Proteobacteria","Unclassified","Unclassified","Unclassified","Unclassified"
"ASV6581","Bacteria","Chloroflexi","Thermomicrobia","Sphaerobacterales","Sphaerobacteraceae","Nitrolancea"
"ASV6601","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_1","Bacillus"
"ASV6614","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Alkalibacterium"
"ASV6624","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Dorea"
"ASV6636","Bacteria","Firmicutes","Clostridia","Clostridiales","Unclassified","Unclassified"
"ASV6669","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Oceanobacillus"
"ASV6725","Bacteria","Firmicutes","Clostridia","Clostridiales","Unclassified","Unclassified"
"ASV6772","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_Incertae_Sedis_XI","Tissierella"
"ASV6775","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_Incertae_Sedis_XI","Tepidimicrobium"
"ASV6777","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Ornithinibacillus"
"ASV6872","Bacteria","Deinococcus-Thermus","Deinococci","Deinococcales","Trueperaceae","Truepera"
"ASV6877","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_2","Alkaliphilus"
"ASV6916","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Brevibacteriaceae","Brevibacterium"
"ASV7013","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Jeotgalicoccus"
"ASV7028","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Unclassified"
"ASV7029","Bacteria","Deinococcus-Thermus","Deinococci","Deinococcales","Trueperaceae","Truepera"
"ASV7075","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Unclassified","Unclassified"
"ASV7130","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"ASV7131","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Saccharomonospora"
"ASV7153","Bacteria","Chloroflexi","Thermomicrobia","Sphaerobacterales","Sphaerobacteraceae","Nitrolancea"
"ASV7248","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Unclassified"
"ASV7291","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Unclassified"
"ASV7325","Bacteria","Chloroflexi","Thermomicrobia","Sphaerobacterales","Sphaerobacteraceae","Nitrolancea"
"ASV7359","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"ASV7395","Bacteria","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified"
"ASV7452","Bacteria","Firmicutes","Clostridia","Clostridiales","Unclassified","Unclassified"
"ASV7454","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Unclassified"
"ASV7462","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus"
"ASV7504","Bacteria","Firmicutes","Clostridia","Clostridiales","Unclassified","Unclassified"
"ASV7529","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_Incertae_Sedis_XI","Tissierella"
"ASV7530","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Unclassified"
"ASV7536","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"ASV7541","Bacteria","Deinococcus-Thermus","Deinococci","Deinococcales","Trueperaceae","Truepera"
"ASV7557","Bacteria","Tenericutes","Mollicutes","Acholeplasmatales","Acholeplasmataceae","Acholeplasma"
"ASV7560","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Comamonas"
"ASV7586","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Unclassified"
"ASV7628","Bacteria","Deinococcus-Thermus","Deinococci","Deinococcales","Trueperaceae","Truepera"
"ASV7646","Bacteria","Actinobacteria","Actinobacteria","Coriobacteriales","Coriobacteriaceae","Olsenella"
"ASV7648","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Sporobacter"
"ASV7681","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_Incertae_Sedis_XI","Unclassified"
"ASV7733","Bacteria","Actinobacteria","Actinobacteria","Nitriliruptorales","Nitriliruptoraceae","Nitriliruptor"
"ASV7749","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Pusillimonas"
"ASV7750","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Wohlfahrtiimonas"
"ASV7817","Bacteria","Deinococcus-Thermus","Deinococci","Deinococcales","Trueperaceae","Truepera"
"ASV7826","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptoniphilaceae","Unclassified"
"ASV7834","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"ASV7858","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Yaniella"
"ASV7861","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Unclassified"
"ASV7865","Bacteria","Proteobacteria","Gammaproteobacteria","Unclassified","Unclassified","Unclassified"
"ASV7869","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Megamonas"
"ASV7926","Bacteria","Chloroflexi","Unclassified","Unclassified","Unclassified","Unclassified"
"ASV7955","Bacteria","Firmicutes","Clostridia","Clostridiales","Unclassified","Unclassified"
"ASV7956","Bacteria","Firmicutes","Clostridia","Clostridiales","Unclassified","Unclassified"
"ASV8008","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_Incertae_Sedis_XI","Unclassified"
"ASV8019","Bacteria","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified"
"ASV8028","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Megasphaera"
"ASV8029","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Morganella"
"ASV8049","Bacteria","Tenericutes","Mollicutes","Acholeplasmatales","Acholeplasmataceae","Acholeplasma"
"ASV8050","Bacteria","Proteobacteria","Unclassified","Unclassified","Unclassified","Unclassified"
"ASV8068","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Paraprevotella"
"ASV8070","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"ASV8071","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardiopsaceae","Thermobifida"
"ASV8108","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Unclassified"
"ASV8156","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Lysinibacillus"
"ASV8158","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"ASV8197","Bacteria","Firmicutes","Clostridia","Clostridiales","Unclassified","Unclassified"
"ASV8198","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardiopsaceae","Unclassified"
"ASV8242","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium"
"ASV8243","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Unclassified","Unclassified"
"ASV8250","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"ASV8252","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Unclassified"
"ASV8265","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardiopsaceae","Nocardiopsis"
"ASV8309","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Kurthia"
"ASV8317","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Unclassified"
"ASV8340","Bacteria","Chloroflexi","Thermomicrobia","Sphaerobacterales","Sphaerobacteraceae","Nitrolancea"
"ASV8341","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Unclassified"
"ASV8342","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Lentibacillus"
"ASV8357","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Unclassified"
"ASV8378","Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Piscirickettsiaceae","Methylophaga"
"ASV8396","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Unclassified"
"ASV8420","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Petrimonas"
"ASV8453","Bacteria","Chloroflexi","Thermomicrobia","Unclassified","Unclassified","Unclassified"
"ASV8454","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Unclassified"
"ASV8519","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Unclassified"
"ASV8599","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Amphibacillus"
"ASV8636","Bacteria","Chloroflexi","Thermomicrobia","Sphaerobacterales","Sphaerobacteraceae","Nitrolancea"
"ASV8663","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Taibaiella"
"ASV8670","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Unclassified"
"ASV8759","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Unclassified"
"ASV8760","Bacteria","Firmicutes","Unclassified","Unclassified","Unclassified","Unclassified"
"ASV8761","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Unclassified","Unclassified"
"ASV8787","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Pseudoflavonifractor"
"ASV8810","Bacteria","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified"
"ASV8825","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Unclassified"
"ASV8827","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Clostridium_IV"
"ASV8847","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas"
"ASV8909","Bacteria","Tenericutes","Mollicutes","Acholeplasmatales","Acholeplasmataceae","Acholeplasma"
"ASV8910","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Enteractinococcus"
"ASV8930","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Paraprevotella"
"ASV9061","Bacteria","Firmicutes","Clostridia","Unclassified","Unclassified","Unclassified"
"ASV9113","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Myroides"
"ASV9166","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Candidimonas"
"ASV9210","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Thiopseudomonas"
"ASV9212","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Paenalcaligenes"
"ASV9231","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Butyricicoccus"
"ASV9303","Bacteria","Proteobacteria","Unclassified","Unclassified","Unclassified","Unclassified"
"ASV9423","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_1","Bacillus"
"ASV9534","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Atopostipes"
"ASV9550","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae","Unclassified"
"ASV9590","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Unclassified"
"ASV9609","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae","Azoarcus"
"ASV9694","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Unclassified"
"ASV9697","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Thiopseudomonas"
"ASV9793","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Erysipelothrix"
"ASV9795","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter"
"ASV9866","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Gemmiger"
"ASV9868","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Unclassified"
"ASV9894","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Sporosarcina"
